id,tenure,claim.ind,n.adults,n.children,ni.gender,ni.marital.status,premium,sales.channel,coverage.type,dwelling.type,len.at.res,credit,house.color,ni.age,year,zip.code,cancel
1257,14,0,2,2,M,1,981.9504954,Broker,A,Condo,18,medium,white,37,2013,50035,1
1258,9,0,1,0,M,1,993.8059909,Online,B,Condo,20,high,blue,39,2013,80003,1
1259,15,1,1,0,M,1,821.432301,Broker,B,House,10,high,white,53,2013,80024,0
1260,11,0,2,0,F,0,915.697752,Broker,A,Tenant,16,high,white,44,2013,85069,0
1261,19,0,1,0,M,1,904.7398873,Phone,C,House,9,high,white,55,2013,85077,0
1262,14,0,1,9,M,1,1033.427378,Broker,B,Tenant,13,medium,blue,38,2013,98001,1
1263,14,0,2,1,M,1,901.3798888,Phone,C,House,19,high,red,52,2013,80031,0
1264,5,1,1,3,M,1,929.0138949,Phone,A,House,11,low,white,27,2013,50055,0
1265,14,0,3,0,F,0,1074.639226,Broker,A,House,15,high,white,44,2013,50021,0
1266,10,0,1,0,F,0,920.1062101,Phone,C,House,12,high,white,56,2013,50013,0
1267,16,0,2,4,F,1,884.5653019,Broker,A,House,11,low,blue,39,2013,98034,1
1268,0,0,3,1,F,1,919.3012236,Broker,B,Condo,7,low,blue,38,2013,80015,0
1269,18,0,2,1,F,1,796.5196177,Broker,C,House,19,medium,white,51,2013,15025,0
1270,18,0,7,3,M,1,814.680527,Phone,B,House,14,high,yellow,52,2013,80016,0
1271,21,0,3,1,M,0,982.6450196,Broker,A,Tenant,6,medium,blue,47,2013,15051,0
1272,13,0,1,7,F,1,874.8215338,Broker,A,House,11,high,blue,45,2013,15025,0
1273,15,0,2,2,F,1,846.3018407,Broker,A,House,13,high,blue,82,2013,98028,0
1274,16,1,3,0,F,1,906.1019584,Broker,A,House,12,high,red,42,2013,85076,0
1275,16,0,4,0,M,1,743.8524463,Phone,C,House,17,high,white,55,2013,50034,0
1276,4,0,1,0,F,0,1027.608635,Broker,C,Condo,12,medium,red,30,2013,85021,1
1277,15,0,1,3,M,1,868.9448504,Broker,A,House,21,high,yellow,39,2013,80012,0
1278,17,0,3,0,M,1,946.2426256,Phone,B,Condo,13,high,red,70,2013,80016,0
1279,16,0,1,0,F,1,932.9919216,Broker,C,Tenant,11,medium,white,45,2013,80027,0
1280,11,1,1,6,F,1,986.9602622,Broker,B,Condo,10,high,blue,42,2013,15001,0
1281,11,0,1,5,M,1,946.7929714,Broker,C,House,15,high,yellow,56,2013,50001,0
1282,12,0,1,2,F,1,995.0039173,Broker,A,House,15,high,yellow,38,2013,50026,0
1283,14,0,1,2,F,1,896.9259469,Broker,A,House,20,high,red,43,2013,80024,0
1284,13,0,2,0,F,0,958.3004583,Broker,C,House,14,high,white,52,2013,50054,0
1285,8,0,3,1,M,1,827.4058981,Phone,B,Tenant,22,high,yellow,36,2013,98032,0
1286,14,0,2,3,F,1,868.5084459,Broker,A,House,10,high,blue,43,2013,85077,0
1287,3,1,2,1,M,1,902.2780629,Broker,C,Tenant,18,medium,blue,35,2013,50049,0
1288,16,1,1,0,M,0,967.5008749,Broker,C,House,14,high,blue,52,2013,20141,0
1289,16,0,3,0,F,0,866.1178649,Broker,C,House,15,low,white,45,2013,85079,0
1290,19,0,2,0,F,1,809.0753435,Broker,B,House,21,high,white,39,2013,50011,0
1291,20,0,1,4,M,1,853.6647487,Broker,A,House,11,high,blue,52,2013,15051,0
1292,15,0,2,1,M,1,806.7042618,Broker,C,House,13,medium,white,55,2013,80003,1
1293,12,0,3,0,F,1,824.0121779,Broker,A,Condo,9,medium,white,71,2013,85069,0
1294,24,1,1,0,M,0,1034.37542,Broker,A,Tenant,19.46389338,high,white,49,2013,15049,0
1295,11,0,2,3,M,1,1017.13176,Broker,A,House,18,high,blue,59,2013,50020,1
1296,17,0,1,1,M,1,1008.635947,Phone,B,Tenant,18,high,white,38,2013,80031,0
1297,8,0,2,1,M,1,945.4097504,Broker,C,Tenant,13,high,blue,50,2013,80046,0
1298,28,0,2,0,F,0,854.5582733,Online,A,House,9,medium,white,56,2013,85073,0
1299,4,1,1,3,F,1,1012.30748,Online,A,House,17,high,white,23,2013,85018,0
1300,13,0,2,0,M,1,824.2398064,Broker,C,House,17,high,red,46,2013,15003,0
1301,11,0,3,1,F,1,861.9361076,Phone,B,Tenant,11,high,white,31,2013,15059,0
1302,13,1,2,0,F,0,774.3568081,Phone,C,House,18,medium,white,45,2013,80016,0
1303,10,0,2,0,F,0,945.5562412,Phone,C,House,23,high,yellow,41,2013,80030,0
1304,13,0,1,2,F,1,973.6027161,Broker,A,Condo,15,high,red,42,2013,85039,0
1305,16,1,3,7,M,1,936.8857145,Broker,B,House,18,high,red,39,2013,80014,0
1306,13,0,3,6,F,1,898.3629,Broker,C,Tenant,8,low,yellow,38,2013,85013,0
1307,14,1,3,1,F,1,882.3266139,Phone,C,House,10,medium,blue,52,2013,80002,1
1308,15,0,2,0,M,0,929.9023918,Broker,C,House,19,high,yellow,44,2013,85069,0
1309,6,0,3,1,F,1,981.5959252,Broker,A,House,11,high,red,28,2013,98038,0
1310,11,0,4,0,M,0,772.6462263,Phone,C,House,12,medium,blue,31,2013,98001,1
1311,17,0,2,0,M,0,750.9605542,Broker,C,Tenant,12,medium,blue,37,2013,50020,0
1312,17,0,3,8,M,1,875.822984,Broker,A,House,12,medium,white,43,2013,50034,0
1313,10,0,3,0,M,1,904.9395241,Broker,C,House,13,high,blue,61,2013,85060,0
1314,14,0,2,1,M,0,910.776052,Broker,C,House,13,high,white,37,2013,80012,0
1315,5,0,1,2,M,0,919.5055606,Phone,C,Tenant,11,high,red,25,2013,20144,0
1316,4,0,2,1,M,1,902.604764,Broker,C,Tenant,15,high,white,28,2013,98021,0
1317,3,0,2,1,F,1,947.1263594,Phone,C,Condo,26,medium,white,35,2013,50013,0
1318,9,0,2,0,F,0,918.4324817,Broker,C,House,38.0283493,medium,blue,65,2013,85065,0
1319,0,0,2,3,F,1,928.737772,Phone,C,House,22,low,yellow,24,2013,85017,1
1320,9,0,3,5,F,1,924.8285346,Phone,A,House,21,high,blue,64,2013,85008,1
1321,17,0,2,0,M,0,771.239934,Broker,A,Tenant,13,high,blue,49,2013,15003,0
1322,19,1,1,0,F,0,958.8841587,Broker,A,House,16,medium,red,59,2013,85034,0
1323,10,0,1,1,M,1,964.6010773,Broker,A,Tenant,13,high,white,32,2013,50006,0
1324,13,0,2,0,M,0,862.9139727,Broker,A,Condo,13,medium,blue,48,2013,20146,1
1325,3,0,2,0,F,1,765.3622436,Broker,C,Condo,14,low,red,26,2013,80016,1
1326,5,0,1,0,F,1,929.5373359,Broker,C,Tenant,13,high,blue,26,2013,80015,0
1327,0,0,2,0,F,0,909.8978039,Online,A,Condo,16,low,yellow,20,2013,50005,0
1328,21,0,1,1,M,1,920.786796,Phone,C,House,13,low,white,67,2013,50031,0
1329,2,1,4,0,M,1,939.2850055,Broker,C,Tenant,11,high,red,27,2013,15054,0
1330,8,0,3,0,F,1,912.9158581,Online,C,House,11,high,white,28,2013,85083,0
1331,5,0,3,0,F,0,878.3401248,Phone,B,Condo,14,high,yellow,29,2013,50044,0
1332,6,0,2,0,M,1,826.8740921,Broker,A,Tenant,18,high,red,32,2013,85008,0
1333,3,0,1,0,F,0,887.6944095,Phone,B,Tenant,14,low,white,32,2013,50039,1
1334,4,0,3,8,M,1,845.0678961,Broker,A,House,19,high,blue,35,2013,50011,1
1335,15,0,1,1,F,0,942.503573,Phone,A,House,20,high,blue,42,2013,15025,0
1336,14,1,2,3,M,1,900.5963674,Online,A,Condo,16,high,yellow,46,2013,20159,1
1337,17,1,1,1,M,1,831.7263824,Phone,B,House,9,high,white,39,2013,50006,0
1338,16,0,4,1,M,1,1021.710561,Phone,A,House,19,high,white,71,2013,85082,0
1339,20,0,1,0,F,1,1036.209193,Phone,A,House,12,high,red,46,2013,98012,0
1340,22,1,1,0,F,0,965.4558212,Broker,A,House,22,high,white,42,2013,85017,0
1341,20,0,2,2,F,1,880.9033317,Phone,C,Condo,15,low,red,50,2013,85066,0
1342,10,0,4,11,F,1,931.841885,Broker,B,House,15,low,white,76,2013,85068,0
1343,13,0,2,3,M,1,845.2792776,Broker,A,House,14,high,white,50,2013,15025,0
1344,13,0,2,1,M,1,920.1742322,Broker,B,Condo,14,low,blue,49,2013,50028,0
1345,10,0,1,0,F,0,843.5196346,Phone,C,House,12,high,white,37,2013,15035,1
1346,11,0,1,3,M,1,916.420375,Broker,B,Tenant,19,medium,white,48,2013,85078,0
1347,15,1,2,8,M,1,909.0664197,Broker,C,House,16,low,white,45,2013,50022,1
1348,16,0,1,5,F,1,1022.243574,Phone,C,House,16,medium,white,52,2013,80005,0
1349,15,0,3,1,M,1,916.952019,Broker,A,House,17,medium,white,51,2013,15021,0
1350,17,0,4,1,F,0,1129.014827,Phone,B,Condo,11,high,blue,45,2013,50008,0
1351,0,0,1,3,F,1,876.208496,Phone,A,Condo,13,low,white,37,2013,15051,0
1352,11,0,1,1,M,1,988.2821424,Broker,A,Condo,8,high,white,48,2013,98026,0
1353,14,0,4,0,F,1,1023.866332,Broker,A,House,15,low,blue,62,2013,80014,0
1354,16,0,1,0,F,1,970.6570482,Broker,B,Tenant,20,medium,blue,41,2013,98022,0
1355,17,1,2,0,F,0,953.2412321,Phone,A,House,26,high,red,60,2013,98013,0
1356,19,1,2,2,M,0,907.5583871,Broker,C,Condo,8,high,white,39,2013,50031,0
1357,11,0,1,1,M,1,762.2489045,Phone,C,House,12,high,blue,60,2013,80110,0
1358,11,0,4,4,M,1,923.8800735,Broker,B,House,16,high,yellow,51,2013,50021,1
1359,7,0,6,1,F,1,996.3096842,Phone,C,House,15,medium,yellow,30,2013,15009,0
1360,25,0,3,1,M,1,847.7503567,Phone,C,House,17,low,white,54,2013,15003,0
1361,14,0,1,0,M,0,1009.714612,Phone,B,House,18,high,yellow,45,2013,80018,0
1362,2,1,2,1,F,1,862.0231193,Online,B,Tenant,21,low,red,30,2013,15010,1
1363,16,0,1,3,M,1,1027.871797,Phone,C,Condo,17,high,white,37,2013,85029,0
1364,10,0,3,0,F,1,881.2350347,Broker,A,Tenant,10,high,white,35,2013,85039,1
1365,2,1,3,0,M,1,909.3726785,Online,C,House,4.573073283,high,white,23,2013,98034,0
1366,15,1,3,0,M,0,902.4138013,Broker,B,Condo,18,low,white,44,2013,20106,1
1367,10,1,1,0,M,1,930.6849203,Phone,A,House,11,low,white,61,2013,80014,0
1368,22,1,1,1,F,1,806.9199499,Broker,B,Tenant,17,medium,blue,44,2013,15052,1
1369,4,1,5,4,M,1,825.3037231,Phone,A,House,11,high,red,26,2013,85077,0
1370,13,0,1,0,M,0,970.8370663,Broker,B,House,17,high,blue,46,2013,98001,0
1371,15,0,3,0,M,0,837.8068642,Phone,B,House,21,high,red,53,2013,50020,0
1372,13,1,1,0,M,0,825.8420492,Broker,A,House,11,high,white,54,2013,15003,1
1373,6,0,1,0,M,0,786.4583661,Broker,C,Condo,18,low,white,35,2013,98022,0
1374,13,0,1,0,F,0,1017.287018,Phone,C,House,10,high,red,39,2013,50023,0
1375,5,0,4,1,F,0,851.8576936,Broker,C,House,20,medium,blue,29,2013,85007,0
1376,4,1,2,1,M,1,804.9317709,Phone,A,Tenant,15,low,white,28,2013,85075,1
1377,4,0,2,1,M,1,818.8287987,Phone,A,Tenant,19,medium,white,36,2013,50008,0
1378,14,0,1,0,F,1,1013.009162,Phone,B,House,22.08036572,high,yellow,48,2013,85071,0
1379,21,0,1,1,M,0,797.705945,Phone,C,House,18,high,red,52,2013,50034,0
1380,15,0,1,1,M,1,774.6874884,Broker,A,House,11,high,blue,52,2013,20163,0
1381,15,0,1,0,M,1,888.7928047,Phone,B,Condo,17,high,white,38,2013,98004,0
1382,17,1,1,0,M,1,1009.230074,Phone,C,Condo,19,high,blue,55,2013,20121,0
1383,4,0,1,0,M,0,918.263593,Online,A,House,14,medium,blue,32,2013,85044,0
1384,5,0,2,7,M,1,913.7412773,Online,C,Condo,12,high,blue,28,2013,50027,0
1385,5,0,1,4,M,1,900.4089689,Phone,C,House,19,medium,blue,36,2013,80023,0
1386,15,0,1,1,F,1,861.0046879,Broker,A,Tenant,13,medium,white,45,2013,85025,1
1387,15,0,2,3,F,1,920.7975464,Broker,A,House,18,low,white,45,2013,85075,0
1388,17,1,2,3,M,1,1003.310715,Broker,B,House,14,high,blue,41,2013,85022,0
1389,3,0,1,0,F,1,852.1902357,Broker,C,Condo,15,low,white,26,2013,80030,0
1390,9,0,2,0,M,1,903.8538375,Phone,C,Condo,20,medium,red,52,2013,20102,1
1391,13,0,2,0,M,0,978.239773,Broker,B,House,18,high,yellow,61,2013,20132,0
1392,8,1,1,3,M,1,884.0937063,Phone,A,House,14,low,yellow,41,2013,85025,1
1393,17,0,2,1,M,1,890.3085271,Phone,C,Condo,11,high,blue,53,2013,50038,0
1394,3,0,2,0,F,1,956.2199753,Broker,A,House,14,high,white,32,2013,98022,0
1395,20,0,1,0,M,0,759.6125604,Phone,A,Tenant,6,high,white,45,2013,85083,0
1396,15,0,1,0,M,0,931.3149447,Broker,C,House,19,low,red,47,2013,50048,0
1397,16,0,3,2,F,1,991.8531244,Broker,C,House,17,medium,blue,52,2013,85013,0
1398,9,1,1,1,F,1,869.8302423,Broker,C,House,18,high,white,37,2013,85051,0
1399,10,0,2,1,F,1,841.5661045,Broker,C,House,17,medium,blue,55,2013,50044,0
1400,18,0,2,0,M,0,852.3203832,Broker,A,House,18,high,white,55,2013,50027,0
1401,20,0,3,0,F,1,888.6189288,Phone,C,House,13,low,yellow,41,2013,80011,1
1402,9,0,1,2,F,1,898.3135686,Broker,C,Condo,22,high,white,47,2013,98014,0
1403,17,1,3,6,F,1,821.798908,Phone,A,House,15,high,white,39,2013,50001,1
1404,15,0,1,0,M,1,954.8257936,Phone,A,House,11,high,red,53,2013,15026,0
1405,14,0,4,6,F,1,1003.560209,Phone,C,Condo,13,high,white,45,2013,50058,1
1406,14,1,3,0,M,1,977.5113686,Broker,C,Tenant,15,high,red,44,2013,50006,0
1407,12,1,1,1,F,1,924.7189326,Phone,C,House,7,high,red,59,2013,85021,0
1408,17,0,2,3,F,1,948.1895976,Phone,C,House,19,medium,yellow,38,2013,15001,0
1409,14,0,3,1,M,0,967.4341608,Broker,B,House,12,low,white,59,2013,80013,0
1410,16,0,3,0,M,0,965.4691701,Broker,A,House,15,medium,yellow,46,2013,80022,0
1411,10,0,1,0,F,1,892.6598588,Broker,A,House,11,high,yellow,43,2013,85064,0
1412,16,0,2,2,F,1,898.0929935,Broker,C,Tenant,20,low,white,56,2013,85051,0
1413,20,1,1,0,M,1,951.9854855,Phone,A,House,20,high,white,72,2013,50021,-1
1414,8,0,2,1,F,1,894.8454936,Phone,A,House,12,high,yellow,28,2013,50044,0
1415,19,1,1,0,M,0,960.8538512,Broker,A,Tenant,20,high,white,44,2013,50052,0
1416,15,1,4,9,F,1,932.7508007,Broker,C,Condo,16,medium,red,39,2013,85008,1
1417,16,0,2,0,M,0,848.0110064,Phone,A,Tenant,11,high,blue,37,2013,50021,1
1418,12,0,2,0,M,1,1036.466245,Broker,C,Condo,16,medium,white,46,2013,80023,0
1419,15,0,1,0,F,1,804.389621,Phone,C,Condo,19,high,red,46,2013,50025,1
1420,18,0,1,0,M,1,934.7776749,Broker,C,House,15,low,yellow,64,2013,15010,1
1421,14,0,1,7,F,1,940.0790224,Broker,B,Tenant,11,high,red,48,2013,80014,0
1422,21,0,1,0,M,1,897.4994257,Broker,C,House,8,medium,red,43,2013,85069,0
1423,10,0,1,4,M,1,742.2480977,Broker,C,House,16,low,blue,216.4974295,2013,50054,0
1424,8,1,3,1,M,1,754.8867889,Broker,B,Condo,9,low,white,26,2013,85042,1
1425,2,0,3,1,F,1,920.1819557,Broker,C,Condo,7,high,white,35,2013,80033,0
1426,13,0,1,0,F,1,847.351397,Phone,C,House,17,high,blue,37,2013,85018,0
1427,18,1,3,1,F,1,872.7347963,Phone,C,Condo,29.37853724,high,blue,45,2013,85070,0
1428,13,0,1,0,F,1,951.7366633,Broker,C,Tenant,6,medium,red,50,2013,15025,0
1429,13,0,3,1,F,1,888.9998314,Phone,B,House,13,high,white,51,2013,50039,0
1430,11,0,1,0,M,1,855.1151738,Broker,A,House,12,high,white,50,2013,15026,0
1431,14,0,3,0,F,0,999.6300783,Broker,C,House,12,high,red,59,2013,80027,0
1432,14,0,1,0,F,1,806.3324628,Phone,A,House,11,low,white,48,2013,50001,1
1433,5,0,2,1,M,0,988.4537437,Phone,B,House,17,high,blue,28,2013,50054,0
1434,12,1,2,0,M,0,821.586828,Phone,C,Tenant,11,low,red,46,2013,85034,1
1435,4,0,1,4,F,1,834.7408825,Broker,A,House,13,high,white,36,2013,15021,0
1436,13,0,NA,1,M,0,865.4660077,Online,A,House,16,high,blue,37,2013,50009,0
1437,17,0,1,0,F,0,959.6550045,Phone,C,House,13,high,yellow,53,2013,20111,0
1438,5,0,1,3,M,1,986.9299149,Broker,C,Condo,14,high,red,35,2013,50009,0
1439,3,1,2,0,M,0,902.6608957,Broker,C,Tenant,6,medium,white,29,2013,15042,0
1440,14,0,1,1,F,0,849.9386697,Online,A,House,10,low,blue,48,2013,50022,1
1441,13,1,2,4,M,1,1056.148513,Broker,C,Tenant,10,high,white,49,2013,80110,0
1442,20,0,1,4,F,1,976.4546176,Phone,A,House,10,high,white,62,2013,85024,0
1443,10,0,4,0,M,0,997.9780922,Phone,A,Condo,14,high,white,52,2013,15003,0
1444,7,0,4,4,M,1,881.9233034,Broker,B,Condo,20,medium,white,34,2013,50013,0
1445,17,1,1,0,M,0,836.468237,Online,A,Condo,19,high,white,45,2013,50008,0
1446,12,0,1,2,F,1,904.4096131,Broker,A,Condo,20,high,blue,46,2013,50048,0
1447,17,0,2,4,F,1,923.7277932,Broker,C,Tenant,24.06165376,high,blue,41,2013,85066,0
1448,15,0,2,0,M,1,872.4587067,Broker,C,House,18,high,white,61,2013,50013,0
1449,9,0,1,2,F,1,779.8170273,Online,B,House,16,high,white,40,2013,50047,0
1450,13,1,1,1,F,1,804.9497451,Phone,C,House,11,high,white,60,2013,15033,0
1451,11,1,1,2,M,1,866.6385826,Online,B,House,8,high,blue,43,2013,15046,0
1452,19,1,1,0,M,0,847.1926803,Online,A,Tenant,13,high,blue,42,2013,50039,0
1453,2,0,1,1,M,1,901.6369525,Broker,B,House,7,medium,blue,32,2013,85025,0
1454,5,0,1,1,M,1,958.7712837,Phone,A,House,11,low,red,26,2013,85060,1
1455,11,0,1,8,M,1,769.9523392,Broker,B,House,24,high,white,53,2013,80003,0
1456,5,0,3,0,M,1,932.0400271,Broker,B,House,14,high,blue,35,2013,50039,0
1457,8,0,4,1,M,0,904.1487128,Phone,B,Tenant,12,high,red,47,2013,85021,0
1458,11,1,2,8,F,1,1051.185528,Broker,A,House,17,high,blue,49,2013,15012,0
1459,2,1,1,0,F,0,918.0320084,Phone,A,House,12,high,white,35,2013,80025,0
1460,14,1,1,0,M,1,964.5824162,Broker,C,Condo,15,high,red,45,2013,50009,0
1461,10,0,2,1,M,1,997.7928366,Broker,A,House,26,low,white,49,2013,50049,1
1462,5,0,1,0,F,0,789.1004316,Broker,A,House,10,high,red,35,2013,50044,1
1463,12,0,2,1,M,1,893.678017,Phone,B,Tenant,19,high,red,42,2013,15012,0
1464,8,0,1,0,M,0,993.3633146,Phone,A,House,16,high,white,43,2013,80014,0
1465,13,1,1,3,M,1,952.0841119,Phone,A,House,15,high,white,44,2013,85078,0
1466,15,0,2,3,F,1,831.0690873,Phone,C,House,17,high,white,40,2013,80030,0
1467,7,0,2,2,M,1,971.0320571,Broker,A,House,9,high,white,34,2013,15046,0
1468,4,0,1,6,M,1,977.7700339,Online,C,House,17,medium,white,22,2013,80022,0
1469,15,0,1,0,M,1,800.2376415,Broker,C,House,15,low,red,58,2013,98038,0
1470,17,0,3,4,M,1,838.6279638,Broker,A,Condo,16,medium,red,44,2013,50032,0
1471,0,0,2,1,F,1,912.0973113,Broker,C,Condo,16,low,red,38,2013,85079,0
1472,5,1,4,0,F,0,671.6201834,Phone,B,Tenant,16,medium,white,30,2013,50049,0
1473,18,0,4,1,M,1,978.2256422,Online,A,House,11,high,blue,37,2013,15009,0
1474,4,0,1,4,M,1,1005.486842,Broker,C,House,19,medium,white,24,2013,15059,0
1475,9,0,2,0,M,1,954.0002353,Broker,B,House,17,high,red,44,2013,80101,0
1476,7,0,2,1,M,1,942.9511561,Broker,A,House,21,high,red,29,2013,15026,0
1477,8,0,2,2,M,1,926.4344429,Phone,A,House,9,high,blue,32,2013,15015,0
1478,4,0,3,1,M,1,794.9460139,Phone,C,Tenant,19,medium,blue,32,2013,80014,0
1479,2,1,4,3,F,1,891.7322396,Phone,A,Tenant,19,medium,red,30,2013,50058,0
1480,4,0,3,1,M,1,934.1404583,Broker,B,Tenant,28,medium,red,36,2013,98021,0
1481,10,0,1,3,M,1,1024.519465,Phone,C,Condo,13,high,white,46,2013,50006,0
1482,5,0,4,0,F,1,821.0725308,Broker,C,Condo,12,high,blue,36,2013,15020,0
1483,3,0,6,4,M,1,835.285057,Broker,C,Condo,15,low,blue,36,2013,15057,0
1484,17,0,2,6,M,1,849.5491882,Broker,A,Tenant,15,high,yellow,44,2013,50032,0
1485,18,1,5,1,F,0,789.6554276,Broker,C,House,11,medium,red,39,2013,50025,1
1486,17,0,1,4,F,1,990.3889331,Phone,C,House,13,high,yellow,65,2013,80022,0
1487,7,0,4,0,M,1,862.7771012,Phone,A,Tenant,19,high,white,27,2013,50005,0
1488,6,1,1,7,F,1,1042.819205,Broker,C,Condo,19,high,white,34,2013,85004,1
1489,20,0,1,1,F,1,917.0356431,Broker,A,Tenant,15,high,yellow,43,2013,15021,0
1490,13,0,1,2,M,1,872.5179936,Broker,A,House,11,high,yellow,63,2013,80110,0
1491,9,0,1,0,M,0,798.6868369,Broker,C,House,16,high,blue,48,2013,85051,0
1492,18,0,1,1,M,1,739.3780214,Broker,C,House,17,high,blue,42,2013,98022,0
1493,18,0,2,7,F,1,891.96716,Broker,C,House,17,low,blue,71,2013,85083,0
1494,17,0,4,1,F,1,893.4252355,Broker,C,House,13,medium,white,46,2013,50025,0
1495,18,0,2,2,M,1,769.3556281,Phone,C,House,19,low,red,73,2013,50025,1
1496,11,0,1,10,F,1,854.1531392,Phone,C,Tenant,13,high,red,46,2013,85060,0
1497,16,0,2,3,M,1,873.0049357,Broker,C,House,15,medium,blue,41,2013,98026,0
1498,12,0,1,4,F,1,973.5482808,Broker,A,House,10,medium,white,44,2013,98021,1
1499,3,0,2,0,F,0,780.7053741,Broker,C,House,16,medium,white,27,2013,50039,1
1500,16,1,2,3,M,1,967.9393165,Broker,C,Tenant,22,high,white,42,2013,50059,0
1501,15,0,4,0,M,0,809.2550703,Broker,B,House,40.80998562,high,red,39,2013,50028,0
1502,5,0,1,0,F,0,914.1772814,Broker,B,House,17,high,blue,34,2013,80012,0
1503,3,0,1,0,M,1,903.3781928,Phone,A,House,17,high,red,33,2013,50005,0
1504,16,1,5,0,F,1,988.9675399,Broker,B,House,14,low,yellow,54,2013,85051,1
1505,3,0,3,1,F,1,994.114458,Online,B,House,12,low,yellow,27,2013,85075,1
1506,8,1,2,0,M,1,949.3081903,Broker,C,House,16,high,red,46,2013,20153,0
1507,0,1,1,4,M,1,896.7392856,Online,C,House,16,low,white,21,2013,80028,1
1508,10,0,2,1,M,1,1011.563745,Broker,A,House,9,high,blue,52,2013,20128,0
1509,14,0,2,1,M,1,768.4369683,Broker,A,Condo,11,medium,yellow,57,2013,15025,0
1510,13,0,3,8,F,1,938.9940263,Phone,B,House,12,high,red,56,2013,80016,0
1511,18,0,2,2,M,1,901.902187,Phone,B,House,18,high,yellow,53,2013,15028,0
1512,0,1,3,0,F,0,795.181175,Online,B,House,15,medium,yellow,20,2013,50009,0
1513,16,0,2,0,F,0,1049.754062,Phone,A,Condo,10,medium,white,38,2013,50020,0
1514,2,0,3,1,F,1,910.9196622,Phone,A,House,15,medium,blue,28,2013,85004,0
1515,17,1,2,0,F,0,949.019418,Broker,B,Condo,15,medium,red,47,2013,50052,0
1516,13,1,1,2,F,1,928.6333901,Broker,A,House,18,low,red,51,2013,15012,0
1517,12,0,2,0,M,1,734.6086349,Broker,C,House,15,medium,white,53,2013,85044,0
1518,5,1,1,0,F,1,1093.337794,Phone,B,House,23,high,blue,28,2013,50035,0
1519,3,0,6,3,M,1,804.884633,Broker,A,House,13,medium,white,30,2013,50026,0
1520,9,0,2,0,F,0,954.9921192,Phone,C,House,10.59363049,high,white,50,2013,50039,0
1521,8,0,1,3,F,1,932.9561884,Phone,A,Condo,15,low,red,30,2013,80030,1
1522,14,0,1,4,F,1,1013.378116,Phone,C,Condo,18,high,blue,39,2013,80103,0
1523,15,0,1,0,M,1,808.2335463,Broker,C,Condo,10,medium,white,38,2013,50009,0
1524,15,0,4,7,M,1,820.015353,Broker,C,House,5,high,blue,80,2013,15003,0
1525,11,0,1,2,F,0,985.2653023,Broker,B,Tenant,26,high,yellow,50,2013,50048,0
1526,16,0,1,0,F,0,840.3837347,Broker,C,House,22,high,white,49,2013,15060,0
1527,18,0,3,0,M,0,840.1243045,Phone,A,House,14,medium,white,43,2013,80040,1
1528,18,1,2,0,F,1,1091.55149,Phone,B,House,14,high,blue,44,2013,15057,1
1529,6,0,2,1,F,1,1029.744798,Phone,C,Tenant,10,high,white,36,2013,85060,0
1530,2,0,3,2,F,1,941.97882,Broker,C,Tenant,11,medium,yellow,33,2013,50028,0
1531,18,0,4,0,F,0,1004.957251,Broker,B,House,8,medium,red,56,2013,15021,0
1532,3,0,1,0,F,0,967.1160672,Broker,C,House,10,medium,red,36,2013,15046,0
1533,6,0,2,0,F,1,939.9259711,Phone,A,Tenant,10,medium,white,32,2013,15019,0
1534,2,0,4,0,M,1,915.5432041,Broker,C,House,17,medium,yellow,36,2013,98003,0
1535,3,0,6,0,M,0,1076.479766,Phone,C,House,8,medium,white,27,2013,80028,1
1536,21,0,2,10,F,1,923.28911,Online,B,House,15,high,red,48,2013,98026,1
1537,14,0,2,0,F,0,1004.442958,Phone,A,House,19,low,blue,51,2013,15047,0
1538,16,0,1,4,M,1,957.8948171,Phone,C,House,20,high,red,54,2013,15003,0
1539,11,0,6,0,F,0,822.3349346,Broker,A,House,12,high,blue,37,2013,50035,0
1540,11,0,3,1,M,1,932.396345,Phone,B,Tenant,39.81789164,medium,red,42,2013,50001,0
1541,10,0,1,0,F,1,992.3324499,Broker,A,House,15,medium,white,52,2013,80014,0
1542,17,1,1,0,M,0,823.8999618,Broker,A,House,17,medium,white,39,2013,85021,0
1543,18,0,1,0,F,1,989.0785783,Broker,B,House,12,medium,red,45,2013,85027,0
1544,11,0,1,1,M,1,933.8759783,Phone,A,Tenant,19,high,white,37,2013,50034,0
1545,18,0,1,3,M,1,955.7211587,Broker,A,House,14,low,white,45,2013,85003,1
1546,9,0,1,8,M,1,788.6452486,Broker,A,House,14,medium,red,56,2013,85024,0
1547,9,0,2,0,F,0,826.6786355,Broker,C,NA,14,medium,white,39,2013,98006,0
1548,13,0,3,2,F,1,1012.894643,Phone,B,Tenant,15,high,blue,48,2013,85051,0
1549,13,0,2,0,M,1,891.3820768,Broker,A,House,10,high,blue,60,2013,50044,0
1550,13,0,2,0,M,1,952.7521212,Phone,C,Condo,15,high,blue,46,2013,85083,0
1551,18,1,1,0,M,1,949.9564853,Broker,C,House,19,high,white,55,2013,85026,0
1552,6,0,1,3,M,1,1119.968652,Broker,A,Condo,15,high,red,36,2013,80033,0
1553,18,0,1,2,M,1,962.7965927,Online,C,Condo,17,high,white,61,2013,98006,0
1554,17,0,2,3,M,1,930.4204703,Broker,B,Tenant,13,high,white,44,2013,98004,0
